Country destination,Country destination_label,Country source,Country source_label,Sum_of_deals,year
Business processes and support services,Business processes and support services,SGP,Singapore,369.5367178571429,2025
Digital security,Digital security,SGP,Singapore,38.76666566666667,2025
Financial and insurance services,Financial and insurance services,SGP,Singapore,979.8170769999999,2025
Healthcare, drugs and biotechnology,Healthcare, drugs and biotechnology,SGP,Singapore,321.95055016666663,2025
IT infrastructure and hosting,IT infrastructure and hosting,SGP,Singapore,6136.5279637037875,2025
Logistics, wholesale and retail,Logistics, wholesale and retail,SGP,Singapore,171.2392971,2025
Media, social platforms and marketing,Media, social platforms and marketing,SGP,Singapore,225.77466595238096,2025
Mobility and autonomous vehicles,Mobility and autonomous vehicles,SGP,Singapore,74.86009089999999,2025
Other,Other,SGP,Singapore,470.0087038333333,2025
Robots, sensors and IT hardware,Robots, sensors and IT hardware,SGP,Singapore,401.5716906666666,2025
Financial and insurance services,Financial and insurance services,ARE,United Arab Emirates,21.255602,2012
Media, social platforms and marketing,Media, social platforms and marketing,ARE,United Arab Emirates,0.15,2012
Other,Other,ARE,United Arab Emirates,4.199999999999999,2012
Business processes and support services,Business processes and support services,ARE,United Arab Emirates,29.174999999999997,2013
IT infrastructure and hosting,IT infrastructure and hosting,ARE,United Arab Emirates,1.5,2013
Media, social platforms and marketing,Media, social platforms and marketing,ARE,United Arab Emirates,0.7,2013
Business processes and support services,Business processes and support services,ARE,United Arab Emirates,135.794031,2014
IT infrastructure and hosting,IT infrastructure and hosting,ARE,United Arab Emirates,25.5,2014
Other,Other,ARE,United Arab Emirates,2.25,2014
Financial and insurance services,Financial and insurance services,ARE,United Arab Emirates,18.69,2015
IT infrastructure and hosting,IT infrastructure and hosting,ARE,United Arab Emirates,6,2015
Logistics, wholesale and retail,Logistics, wholesale and retail,ARE,United Arab Emirates,2.75,2015
Media, social platforms and marketing,Media, social platforms and marketing,ARE,United Arab Emirates,6.716931,2015
Business processes and support services,Business processes and support services,ARE,United Arab Emirates,58.59,2016
Financial and insurance services,Financial and insurance services,ARE,United Arab Emirates,2.25,2016
IT infrastructure and hosting,IT infrastructure and hosting,ARE,United Arab Emirates,7.5,2016
Logistics, wholesale and retail,Logistics, wholesale and retail,ARE,United Arab Emirates,16.36,2016
Media, social platforms and marketing,Media, social platforms and marketing,ARE,United Arab Emirates,26.6768405,2016
Other,Other,ARE,United Arab Emirates,18.588333333333335,2016
Robots, sensors and IT hardware,Robots, sensors and IT hardware,ARE,United Arab Emirates,60,2016
IT infrastructure and hosting,IT infrastructure and hosting,ARE,United Arab Emirates,5.22,2017
Financial and insurance services,Financial and insurance services,ARE,United Arab Emirates,64.78333333333333,2017
Healthcare, drugs and biotechnology,Healthcare, drugs and biotechnology,ARE,United Arab Emirates,85.30778533333333,2017
Business processes and support services,Business processes and support services,ARE,United Arab Emirates,44.2740465,2017
Logistics, wholesale and retail,Logistics, wholesale and retail,ARE,United Arab Emirates,11.15,2017
Media, social platforms and marketing,Media, social platforms and marketing,ARE,United Arab Emirates,12.847315499999999,2017
Mobility and autonomous vehicles,Mobility and autonomous vehicles,ARE,United Arab Emirates,2000,2017
Other,Other,ARE,United Arab Emirates,46.26,2017
Logistics, wholesale and retail,Logistics, wholesale and retail,ARE,United Arab Emirates,1.04,2018
Digital security,Digital security,ARE,United Arab Emirates,2.0607146666666667,2018
Financial and insurance services,Financial and insurance services,ARE,United Arab Emirates,0.325,2018
Healthcare, drugs and biotechnology,Healthcare, drugs and biotechnology,ARE,United Arab Emirates,225,2018
IT infrastructure and hosting,IT infrastructure and hosting,ARE,United Arab Emirates,6.761666666666667,2018
Business processes and support services,Business processes and support services,ARE,United Arab Emirates,3,2018
Media, social platforms and marketing,Media, social platforms and marketing,ARE,United Arab Emirates,30.936257,2018
Other,Other,ARE,United Arab Emirates,155.78217,2018
Business processes and support services,Business processes and support services,ARE,United Arab Emirates,0.6666666666666666,2019
Digital security,Digital security,ARE,United Arab Emirates,11.25,2019
Financial and insurance services,Financial and insurance services,ARE,United Arab Emirates,198.09642857142856,2019
Healthcare, drugs and biotechnology,Healthcare, drugs and biotechnology,ARE,United Arab Emirates,130.30020399999998,2019
IT infrastructure and hosting,IT infrastructure and hosting,ARE,United Arab Emirates,37.294502,2019
Logistics, wholesale and retail,Logistics, wholesale and retail,ARE,United Arab Emirates,22.493933333333334,2019
Media, social platforms and marketing,Media, social platforms and marketing,ARE,United Arab Emirates,22.05,2019
Mobility and autonomous vehicles,Mobility and autonomous vehicles,ARE,United Arab Emirates,70,2019
Other,Other,ARE,United Arab Emirates,119.07505899999998,2019
Robots, sensors and IT hardware,Robots, sensors and IT hardware,ARE,United Arab Emirates,66.66666666666666,2019
Logistics, wholesale and retail,Logistics, wholesale and retail,ARE,United Arab Emirates,9.815595666666667,2020
Digital security,Digital security,ARE,United Arab Emirates,42.886584,2020
Other,Other,ARE,United Arab Emirates,595.0619702500001,2020
Mobility and autonomous vehicles,Mobility and autonomous vehicles,ARE,United Arab Emirates,2383.333333333333,2020
Media, social platforms and marketing,Media, social platforms and marketing,ARE,United Arab Emirates,36.5,2020
Business processes and support services,Business processes and support services,ARE,United Arab Emirates,170.232775,2020
IT infrastructure and hosting,IT infrastructure and hosting,ARE,United Arab Emirates,265.392874,2020
Healthcare, drugs and biotechnology,Healthcare, drugs and biotechnology,ARE,United Arab Emirates,247.09749999999997,2020
Financial and insurance services,Financial and insurance services,ARE,United Arab Emirates,148.63333333333333,2020
Business processes and support services,Business processes and support services,ARE,United Arab Emirates,233.091355,2021
Digital security,Digital security,ARE,United Arab Emirates,38.27,2021
Financial and insurance services,Financial and insurance services,ARE,United Arab Emirates,436.2352272727273,2021
Healthcare, drugs and biotechnology,Healthcare, drugs and biotechnology,ARE,United Arab Emirates,565.3565634,2021
IT infrastructure and hosting,IT infrastructure and hosting,ARE,United Arab Emirates,58.258212772727276,2021
Logistics, wholesale and retail,Logistics, wholesale and retail,ARE,United Arab Emirates,69.68737038095239,2021
Media, social platforms and marketing,Media, social platforms and marketing,ARE,United Arab Emirates,93.83243666666667,2021
Mobility and autonomous vehicles,Mobility and autonomous vehicles,ARE,United Arab Emirates,1875,2021
Other,Other,ARE,United Arab Emirates,1684.7088271666667,2021
Robots, sensors and IT hardware,Robots, sensors and IT hardware,ARE,United Arab Emirates,251.9519403333333,2021
Business processes and support services,Business processes and support services,ARE,United Arab Emirates,69.05062966666667,2022
Digital security,Digital security,ARE,United Arab Emirates,23.537233999999998,2022
Financial and insurance services,Financial and insurance services,ARE,United Arab Emirates,883.8448034285714,2022
Healthcare, drugs and biotechnology,Healthcare, drugs and biotechnology,ARE,United Arab Emirates,489.25719275,2022
IT infrastructure and hosting,IT infrastructure and hosting,ARE,United Arab Emirates,260.26073725,2022
Logistics, wholesale and retail,Logistics, wholesale and retail,ARE,United Arab Emirates,296.667636,2022
Media, social platforms and marketing,Media, social platforms and marketing,ARE,United Arab Emirates,106.44349433333333,2022
Other,Other,ARE,United Arab Emirates,530.01712,2022
Robots, sensors and IT hardware,Robots, sensors and IT hardware,ARE,United Arab Emirates,7.5,2022
Digital security,Digital security,ARE,United Arab Emirates,4.5,2023
Business processes and support services,Business processes and support services,ARE,United Arab Emirates,61.23787853333334,2023
Financial and insurance services,Financial and insurance services,ARE,United Arab Emirates,69.75,2023
Healthcare, drugs and biotechnology,Healthcare, drugs and biotechnology,ARE,United Arab Emirates,474.5475568333333,2023
IT infrastructure and hosting,IT infrastructure and hosting,ARE,United Arab Emirates,238.9949438333333,2023
Logistics, wholesale and retail,Logistics, wholesale and retail,ARE,United Arab Emirates,4.979921,2023
Media, social platforms and marketing,Media, social platforms and marketing,ARE,United Arab Emirates,150.63279425,2023
Mobility and autonomous vehicles,Mobility and autonomous vehicles,ARE,United Arab Emirates,788.1054166,2023
Other,Other,ARE,United Arab Emirates,82.99921964999999,2023
Media, social platforms and marketing,Media, social platforms and marketing,ARE,United Arab Emirates,6825.4070815,2024
Digital security,Digital security,ARE,United Arab Emirates,77.1885625,2024
Financial and insurance services,Financial and insurance services,ARE,United Arab Emirates,55.06101832900433,2024
Healthcare, drugs and biotechnology,Healthcare, drugs and biotechnology,ARE,United Arab Emirates,74.27359179999999,2024
IT infrastructure and hosting,IT infrastructure and hosting,ARE,United Arab Emirates,10480.103768823808,2024
Logistics, wholesale and retail,Logistics, wholesale and retail,ARE,United Arab Emirates,13.82992575,2024
Business processes and support services,Business processes and support services,ARE,United Arab Emirates,67.64658772692307,2024
Mobility and autonomous vehicles,Mobility and autonomous vehicles,ARE,United Arab Emirates,155.46285483333335,2024
Other,Other,ARE,United Arab Emirates,274.999956,2024
Robots, sensors and IT hardware,Robots, sensors and IT hardware,ARE,United Arab Emirates,200.95000000000002,2024
Business processes and support services,Business processes and support services,ARE,United Arab Emirates,113.69388430952381,2025
Digital security,Digital security,ARE,United Arab Emirates,93.75,2025
Financial and insurance services,Financial and insurance services,ARE,United Arab Emirates,57.09133616666667,2025
Healthcare, drugs and biotechnology,Healthcare, drugs and biotechnology,ARE,United Arab Emirates,557.1628159999999,2025
IT infrastructure and hosting,IT infrastructure and hosting,ARE,United Arab Emirates,1867.090761618182,2025
Logistics, wholesale and retail,Logistics, wholesale and retail,ARE,United Arab Emirates,1.433267,2025
Media, social platforms and marketing,Media, social platforms and marketing,ARE,United Arab Emirates,19.805,2025
Mobility and autonomous vehicles,Mobility and autonomous vehicles,ARE,United Arab Emirates,227.58666666666667,2025
Other,Other,ARE,United Arab Emirates,17.25,2025
Robots, sensors and IT hardware,Robots, sensors and IT hardware,ARE,United Arab Emirates,690,2025
Business processes and support services,Business processes and support services,JPN,Japan,3.9646503333333336,2012
Logistics, wholesale and retail,Logistics, wholesale and retail,JPN,Japan,1.90465,2012
Media, social platforms and marketing,Media, social platforms and marketing,JPN,Japan,53.4326765,2012
Other,Other,JPN,Japan,8.751618,2012
Business processes and support services,Business processes and support services,JPN,Japan,3.8093,2013
Digital security,Digital security,JPN,Japan,2,2013
Financial and insurance services,Financial and insurance services,JPN,Japan,1.6,2013
IT infrastructure and hosting,IT infrastructure and hosting,JPN,Japan,9.636341,2013
Media, social platforms and marketing,Media, social platforms and marketing,JPN,Japan,42.911694999999995,2013
Other,Other,JPN,Japan,9.276272,2013
Robots, sensors and IT hardware,Robots, sensors and IT hardware,JPN,Japan,13,2013
Business processes and support services,Business processes and support services,JPN,Japan,16.017431,2014
Financial and insurance services,Financial and insurance services,JPN,Japan,2.3854888333333335,2014
Healthcare, drugs and biotechnology,Healthcare, drugs and biotechnology,JPN,Japan,0.333847,2014
IT infrastructure and hosting,IT infrastructure and hosting,JPN,Japan,22.2370255,2014
Logistics, wholesale and retail,Logistics, wholesale and retail,JPN,Japan,4.367341333333333,2014
Media, social platforms and marketing,Media, social platforms and marketing,JPN,Japan,90.3854965,2014
Other,Other,JPN,Japan,26.76287466666667,2014
Robots, sensors and IT hardware,Robots, sensors and IT hardware,JPN,Japan,2.079529,2014
Business processes and support services,Business processes and support services,JPN,Japan,34.3206495,2015
Digital security,Digital security,JPN,Japan,31.25959425,2015
Financial and insurance services,Financial and insurance services,JPN,Japan,16.971076,2015
Healthcare, drugs and biotechnology,Healthcare, drugs and biotechnology,JPN,Japan,11.720768083333333,2015
IT infrastructure and hosting,IT infrastructure and hosting,JPN,Japan,40.1408375,2015
Logistics, wholesale and retail,Logistics, wholesale and retail,JPN,Japan,8.024289,2015
Media, social platforms and marketing,Media, social platforms and marketing,JPN,Japan,90.76936350000001,2015
Mobility and autonomous vehicles,Mobility and autonomous vehicles,JPN,Japan,428.33833333333337,2015
Other,Other,JPN,Japan,58.44982449999999,2015
Robots, sensors and IT hardware,Robots, sensors and IT hardware,JPN,Japan,18.779551833333333,2015
Business processes and support services,Business processes and support services,JPN,Japan,71.34029725,2016
Digital security,Digital security,JPN,Japan,0.8265,2016
Financial and insurance services,Financial and insurance services,JPN,Japan,112.044495,2016
Healthcare, drugs and biotechnology,Healthcare, drugs and biotechnology,JPN,Japan,80.69345475,2016
IT infrastructure and hosting,IT infrastructure and hosting,JPN,Japan,29.312461,2016
Logistics, wholesale and retail,Logistics, wholesale and retail,JPN,Japan,7.9410549999999995,2016
Media, social platforms and marketing,Media, social platforms and marketing,JPN,Japan,95.44540074999999,2016
Mobility and autonomous vehicles,Mobility and autonomous vehicles,JPN,Japan,11.45452,2016
Other,Other,JPN,Japan,136.47870841666668,2016
Robots, sensors and IT hardware,Robots, sensors and IT hardware,JPN,Japan,44.595672666666665,2016
Business processes and support services,Business processes and support services,JPN,Japan,161.4343695,2017
Digital security,Digital security,JPN,Japan,120.527748,2017
Financial and insurance services,Financial and insurance services,JPN,Japan,47.288941666666666,2017
Healthcare, drugs and biotechnology,Healthcare, drugs and biotechnology,JPN,Japan,89.6834255,2017
IT infrastructure and hosting,IT infrastructure and hosting,JPN,Japan,180.1393395,2017
Logistics, wholesale and retail,Logistics, wholesale and retail,JPN,Japan,9.343468166666668,2017
Media, social platforms and marketing,Media, social platforms and marketing,JPN,Japan,80.85982021428572,2017
Mobility and autonomous vehicles,Mobility and autonomous vehicles,JPN,Japan,4563.5701658571425,2017
Other,Other,JPN,Japan,286.94141833333333,2017
Robots, sensors and IT hardware,Robots, sensors and IT hardware,JPN,Japan,44.32295725,2017
Business processes and support services,Business processes and support services,JPN,Japan,215.19954883333332,2018
Digital security,Digital security,JPN,Japan,24.332166666666666,2018
Financial and insurance services,Financial and insurance services,JPN,Japan,431.4991254444445,2018
Healthcare, drugs and biotechnology,Healthcare, drugs and biotechnology,JPN,Japan,134.78632533333334,2018
IT infrastructure and hosting,IT infrastructure and hosting,JPN,Japan,93.16347966666666,2018
Logistics, wholesale and retail,Logistics, wholesale and retail,JPN,Japan,55.56995916666666,2018
Media, social platforms and marketing,Media, social platforms and marketing,JPN,Japan,89.05909433333335,2018
Mobility and autonomous vehicles,Mobility and autonomous vehicles,JPN,Japan,2048.2851856666666,2018
Other,Other,JPN,Japan,602.2538706428571,2018
Robots, sensors and IT hardware,Robots, sensors and IT hardware,JPN,Japan,89.4886405,2018
Logistics, wholesale and retail,Logistics, wholesale and retail,JPN,Japan,65.091465,2019
Business processes and support services,Business processes and support services,JPN,Japan,324.98076214285715,2019
Other,Other,JPN,Japan,898.5378315,2019
Mobility and autonomous vehicles,Mobility and autonomous vehicles,JPN,Japan,1938.3193211666667,2019
Media, social platforms and marketing,Media, social platforms and marketing,JPN,Japan,86.51828233333333,2019
Robots, sensors and IT hardware,Robots, sensors and IT hardware,JPN,Japan,102.1635355,2019
IT infrastructure and hosting,IT infrastructure and hosting,JPN,Japan,63.73551833333334,2019
Healthcare, drugs and biotechnology,Healthcare, drugs and biotechnology,JPN,Japan,152.01408025,2019
Financial and insurance services,Financial and insurance services,JPN,Japan,167.7765000595238,2019
Digital security,Digital security,JPN,Japan,135.1333293333333,2019
Logistics, wholesale and retail,Logistics, wholesale and retail,JPN,Japan,148.38930349999998,2020
Digital security,Digital security,JPN,Japan,10.834421500000001,2020
Financial and insurance services,Financial and insurance services,JPN,Japan,510.365142,2020
Healthcare, drugs and biotechnology,Healthcare, drugs and biotechnology,JPN,Japan,119.89482316666667,2020
IT infrastructure and hosting,IT infrastructure and hosting,JPN,Japan,695.240368,2020
Business processes and support services,Business processes and support services,JPN,Japan,234.42265666666665,2020
Media, social platforms and marketing,Media, social platforms and marketing,JPN,Japan,138.81273116666668,2020
Mobility and autonomous vehicles,Mobility and autonomous vehicles,JPN,Japan,1049.5555573333331,2020
Other,Other,JPN,Japan,746.6024803690476,2020
Robots, sensors and IT hardware,Robots, sensors and IT hardware,JPN,Japan,141.43635383333333,2020
Business processes and support services,Business processes and support services,JPN,Japan,320.3315215833333,2021
Digital security,Digital security,JPN,Japan,9.008481833333333,2021
Financial and insurance services,Financial and insurance services,JPN,Japan,161.70574483333334,2021
Healthcare, drugs and biotechnology,Healthcare, drugs and biotechnology,JPN,Japan,318.52040016666666,2021
IT infrastructure and hosting,IT infrastructure and hosting,JPN,Japan,133.0805354166667,2021
Logistics, wholesale and retail,Logistics, wholesale and retail,JPN,Japan,44.448763880952384,2021
Media, social platforms and marketing,Media, social platforms and marketing,JPN,Japan,405.32851416666665,2021
Mobility and autonomous vehicles,Mobility and autonomous vehicles,JPN,Japan,1476.7237846666667,2021
Other,Other,JPN,Japan,1074.4189922,2021
Robots, sensors and IT hardware,Robots, sensors and IT hardware,JPN,Japan,178.18289166666668,2021
Logistics, wholesale and retail,Logistics, wholesale and retail,JPN,Japan,88.49830316666667,2022
Digital security,Digital security,JPN,Japan,31.934301833333333,2022
Financial and insurance services,Financial and insurance services,JPN,Japan,935.4442315595238,2022
Healthcare, drugs and biotechnology,Healthcare, drugs and biotechnology,JPN,Japan,375.35004100000003,2022
IT infrastructure and hosting,IT infrastructure and hosting,JPN,Japan,167.19515109999998,2022
Business processes and support services,Business processes and support services,JPN,Japan,359.69459166666667,2022
Media, social platforms and marketing,Media, social platforms and marketing,JPN,Japan,211.50521666666666,2022
Mobility and autonomous vehicles,Mobility and autonomous vehicles,JPN,Japan,331.9424945833333,2022
Other,Other,JPN,Japan,927.7087284166666,2022
Robots, sensors and IT hardware,Robots, sensors and IT hardware,JPN,Japan,201.59398666666667,2022
Business processes and support services,Business processes and support services,JPN,Japan,365.9847049166667,2023
Digital security,Digital security,JPN,Japan,19.275304,2023
Financial and insurance services,Financial and insurance services,JPN,Japan,228.24848366666666,2023
Healthcare, drugs and biotechnology,Healthcare, drugs and biotechnology,JPN,Japan,210.3654623333333,2023
IT infrastructure and hosting,IT infrastructure and hosting,JPN,Japan,84.1444716111111,2023
Logistics, wholesale and retail,Logistics, wholesale and retail,JPN,Japan,1170.1965323333334,2023
Media, social platforms and marketing,Media, social platforms and marketing,JPN,Japan,109.12952175000001,2023
Mobility and autonomous vehicles,Mobility and autonomous vehicles,JPN,Japan,119.53509158333334,2023
Other,Other,JPN,Japan,603.50295,2023
Robots, sensors and IT hardware,Robots, sensors and IT hardware,JPN,Japan,113.73817333333334,2023
Business processes and support services,Business processes and support services,JPN,Japan,198.93174503333336,2024
Digital security,Digital security,JPN,Japan,57.7601975,2024
Financial and insurance services,Financial and insurance services,JPN,Japan,128.95520175,2024
Healthcare, drugs and biotechnology,Healthcare, drugs and biotechnology,JPN,Japan,284.8559461666666,2024
IT infrastructure and hosting,IT infrastructure and hosting,JPN,Japan,513.8975555,2024
Logistics, wholesale and retail,Logistics, wholesale and retail,JPN,Japan,37.3207825,2024
Media, social platforms and marketing,Media, social platforms and marketing,JPN,Japan,317.413497,2024
Mobility and autonomous vehicles,Mobility and autonomous vehicles,JPN,Japan,213.12162,2024
Other,Other,JPN,Japan,748.7987887166666,2024
Robots, sensors and IT hardware,Robots, sensors and IT hardware,JPN,Japan,643.7482304166667,2024
Business processes and support services,Business processes and support services,JPN,Japan,208.81699691666665,2025
Digital security,Digital security,JPN,Japan,59.2860925,2025
Financial and insurance services,Financial and insurance services,JPN,Japan,158.12087007142856,2025
Healthcare, drugs and biotechnology,Healthcare, drugs and biotechnology,JPN,Japan,139.43941206666668,2025
IT infrastructure and hosting,IT infrastructure and hosting,JPN,Japan,166.70482572857142,2025
Logistics, wholesale and retail,Logistics, wholesale and retail,JPN,Japan,96.037012,2025
Media, social platforms and marketing,Media, social platforms and marketing,JPN,Japan,274.18520316666667,2025
Mobility and autonomous vehicles,Mobility and autonomous vehicles,JPN,Japan,63.86219392857143,2025
Other,Other,JPN,Japan,332.0310668333333,2025
Robots, sensors and IT hardware,Robots, sensors and IT hardware,JPN,Japan,126.41364742857144,2025
Business processes and support services,Business processes and support services,CAN,Canada,8.158933999999999,2012
Financial and insurance services,Financial and insurance services,CAN,Canada,9.636666666666667,2012
Healthcare, drugs and biotechnology,Healthcare, drugs and biotechnology,CAN,Canada,0.252452,2012
IT infrastructure and hosting,IT infrastructure and hosting,CAN,Canada,22.027507000000004,2012
Media, social platforms and marketing,Media, social platforms and marketing,CAN,Canada,36.05,2012
Mobility and autonomous vehicles,Mobility and autonomous vehicles,CAN,Canada,2.07,2012
Other,Other,CAN,Canada,11.42,2012
Robots, sensors and IT hardware,Robots, sensors and IT hardware,CAN,Canada,5.7,2012
Logistics, wholesale and retail,Logistics, wholesale and retail,CAN,Canada,0.1,2013
Digital security,Digital security,CAN,Canada,14.131508,2013
Financial and insurance services,Financial and insurance services,CAN,Canada,3.5626770000000003,2013
Healthcare, drugs and biotechnology,Healthcare, drugs and biotechnology,CAN,Canada,1.22,2013
IT infrastructure and hosting,IT infrastructure and hosting,CAN,Canada,22.85564216666667,2013
Business processes and support services,Business processes and support services,CAN,Canada,16.590646666666665,2013
Media, social platforms and marketing,Media, social platforms and marketing,CAN,Canada,9.982677,2013
Other,Other,CAN,Canada,19.70934075,2013
Robots, sensors and IT hardware,Robots, sensors and IT hardware,CAN,Canada,1.25,2013
Business processes and support services,Business processes and support services,CAN,Canada,13.348144,2014
Digital security,Digital security,CAN,Canada,3,2014
Financial and insurance services,Financial and insurance services,CAN,Canada,5.5140926666666665,2014
Healthcare, drugs and biotechnology,Healthcare, drugs and biotechnology,CAN,Canada,83.464074,2014
IT infrastructure and hosting,IT infrastructure and hosting,CAN,Canada,25.557934,2014
Logistics, wholesale and retail,Logistics, wholesale and retail,CAN,Canada,19.055,2014
Media, social platforms and marketing,Media, social platforms and marketing,CAN,Canada,18.94350066666667,2014
Mobility and autonomous vehicles,Mobility and autonomous vehicles,CAN,Canada,9.5,2014
Other,Other,CAN,Canada,61.463282,2014
Robots, sensors and IT hardware,Robots, sensors and IT hardware,CAN,Canada,28.7726295,2014
Logistics, wholesale and retail,Logistics, wholesale and retail,CAN,Canada,6.1923615,2015
Digital security,Digital security,CAN,Canada,13.75959425,2015
Financial and insurance services,Financial and insurance services,CAN,Canada,6.833333333333333,2015
Healthcare, drugs and biotechnology,Healthcare, drugs and biotechnology,CAN,Canada,35.516666666666666,2015
IT infrastructure and hosting,IT infrastructure and hosting,CAN,Canada,27.2380925,2015
Business processes and support services,Business processes and support services,CAN,Canada,53.670961,2015
Media, social platforms and marketing,Media, social platforms and marketing,CAN,Canada,62.074999999999996,2015
Mobility and autonomous vehicles,Mobility and autonomous vehicles,CAN,Canada,3.9925,2015
Other,Other,CAN,Canada,71.21376533333333,2015
Robots, sensors and IT hardware,Robots, sensors and IT hardware,CAN,Canada,2.7956146666666664,2015
Business processes and support services,Business processes and support services,CAN,Canada,20.21666666666667,2016
Financial and insurance services,Financial and insurance services,CAN,Canada,9.3,2016
Healthcare, drugs and biotechnology,Healthcare, drugs and biotechnology,CAN,Canada,36.82543533333333,2016
IT infrastructure and hosting,IT infrastructure and hosting,CAN,Canada,20.908012999999997,2016
Logistics, wholesale and retail,Logistics, wholesale and retail,CAN,Canada,18.333333333333332,2016
Media, social platforms and marketing,Media, social platforms and marketing,CAN,Canada,119.26527383333332,2016
Mobility and autonomous vehicles,Mobility and autonomous vehicles,CAN,Canada,7.563333333333333,2016
Other,Other,CAN,Canada,99.51124733333333,2016
Robots, sensors and IT hardware,Robots, sensors and IT hardware,CAN,Canada,12.85,2016
Business processes and support services,Business processes and support services,CAN,Canada,174.0645631666667,2017
Digital security,Digital security,CAN,Canada,33.65,2017
Financial and insurance services,Financial and insurance services,CAN,Canada,17.441302999999998,2017
Healthcare, drugs and biotechnology,Healthcare, drugs and biotechnology,CAN,Canada,26.2151535,2017
IT infrastructure and hosting,IT infrastructure and hosting,CAN,Canada,102.98616533333333,2017
Media, social platforms and marketing,Media, social platforms and marketing,CAN,Canada,32.399286000000004,2017
Mobility and autonomous vehicles,Mobility and autonomous vehicles,CAN,Canada,387.8571428571429,2017
Other,Other,CAN,Canada,199.7976305,2017
Robots, sensors and IT hardware,Robots, sensors and IT hardware,CAN,Canada,66.39,2017
Business processes and support services,Business processes and support services,CAN,Canada,144.86401525,2018
Digital security,Digital security,CAN,Canada,30.4508015,2018
Financial and insurance services,Financial and insurance services,CAN,Canada,147.10788244444444,2018
Healthcare, drugs and biotechnology,Healthcare, drugs and biotechnology,CAN,Canada,99.87884700000001,2018
IT infrastructure and hosting,IT infrastructure and hosting,CAN,Canada,101.42900366666667,2018
Logistics, wholesale and retail,Logistics, wholesale and retail,CAN,Canada,32.22188208333333,2018
Media, social platforms and marketing,Media, social platforms and marketing,CAN,Canada,153.30868600000002,2018
Mobility and autonomous vehicles,Mobility and autonomous vehicles,CAN,Canada,223.581947,2018
Other,Other,CAN,Canada,640.1568697499999,2018
Robots, sensors and IT hardware,Robots, sensors and IT hardware,CAN,Canada,245.48472441666667,2018
Financial and insurance services,Financial and insurance services,CAN,Canada,166.58936814285715,2019
Healthcare, drugs and biotechnology,Healthcare, drugs and biotechnology,CAN,Canada,597.66020875,2019
IT infrastructure and hosting,IT infrastructure and hosting,CAN,Canada,147.8174445,2019
Digital security,Digital security,CAN,Canada,48.331242,2019
Business processes and support services,Business processes and support services,CAN,Canada,275.49540816666666,2019
Logistics, wholesale and retail,Logistics, wholesale and retail,CAN,Canada,55.002286500000004,2019
Media, social platforms and marketing,Media, social platforms and marketing,CAN,Canada,223.53726916666668,2019
Mobility and autonomous vehicles,Mobility and autonomous vehicles,CAN,Canada,23.961318666666667,2019
Other,Other,CAN,Canada,493.14037658333336,2019
Robots, sensors and IT hardware,Robots, sensors and IT hardware,CAN,Canada,82.48323933333333,2019
Logistics, wholesale and retail,Logistics, wholesale and retail,CAN,Canada,50.8686925,2020
Digital security,Digital security,CAN,Canada,60.0255965,2020
Financial and insurance services,Financial and insurance services,CAN,Canada,88.46186,2020
Healthcare, drugs and biotechnology,Healthcare, drugs and biotechnology,CAN,Canada,720.8436045,2020
IT infrastructure and hosting,IT infrastructure and hosting,CAN,Canada,21.579455666666668,2020
Business processes and support services,Business processes and support services,CAN,Canada,106.02360066666667,2020
Media, social platforms and marketing,Media, social platforms and marketing,CAN,Canada,312.04701416666666,2020
Mobility and autonomous vehicles,Mobility and autonomous vehicles,CAN,Canada,816.75,2020
Other,Other,CAN,Canada,510.125537,2020
Robots, sensors and IT hardware,Robots, sensors and IT hardware,CAN,Canada,163.682697,2020
Business processes and support services,Business processes and support services,CAN,Canada,358.0208548333333,2021
Digital security,Digital security,CAN,Canada,360.871329,2021
Financial and insurance services,Financial and insurance services,CAN,Canada,566.6491709242424,2021
Healthcare, drugs and biotechnology,Healthcare, drugs and biotechnology,CAN,Canada,507.4368417857143,2021
IT infrastructure and hosting,IT infrastructure and hosting,CAN,Canada,1208.5019954166664,2021
Logistics, wholesale and retail,Logistics, wholesale and retail,CAN,Canada,313.5268955,2021
Media, social platforms and marketing,Media, social platforms and marketing,CAN,Canada,664.7297672738096,2021
Mobility and autonomous vehicles,Mobility and autonomous vehicles,CAN,Canada,750.9676668333334,2021
Other,Other,CAN,Canada,1314.3994028333334,2021
Robots, sensors and IT hardware,Robots, sensors and IT hardware,CAN,Canada,462.34819000000005,2021
Logistics, wholesale and retail,Logistics, wholesale and retail,CAN,Canada,76.2049840952381,2022
Digital security,Digital security,CAN,Canada,154.96389066666666,2022
Financial and insurance services,Financial and insurance services,CAN,Canada,837.6435399761905,2022
Healthcare, drugs and biotechnology,Healthcare, drugs and biotechnology,CAN,Canada,196.02885633333335,2022
IT infrastructure and hosting,IT infrastructure and hosting,CAN,Canada,309.5867168333333,2022
Business processes and support services,Business processes and support services,CAN,Canada,614.39594625,2022
Media, social platforms and marketing,Media, social platforms and marketing,CAN,Canada,613.3234150357143,2022
Mobility and autonomous vehicles,Mobility and autonomous vehicles,CAN,Canada,232.05465800000002,2022
Other,Other,CAN,Canada,705.4182871666667,2022
Robots, sensors and IT hardware,Robots, sensors and IT hardware,CAN,Canada,210.40930966666667,2022
Business processes and support services,Business processes and support services,CAN,Canada,226.63160475,2023
